Number	Gender	GivenName	Surname	Birthday	Age	BloodType	Kilograms	Centimeters
4352	female	Eloise	Peters	12/30/2005	12	O+	63.9	161
4353	female	Stanislaus	Agapova	1/29/2008	9	O+	31.6	145
4354	male	Ian	Tikhonov	1/14/2007	11	AB+	33.6	136
4355	female	Larisa	Kovalyova	3/30/2006	11	O+	38.5	137
4356	female	Eva	Zhdanova	11/19/2005	12	A+	65	146
4357	male	Fred	Lent	2/5/2009	8	A+	37.5	130
4358	male	James	Chiu	3/18/2011	6	O+	18.5	120
4359	male	Bruce	Cloutier	9/29/2017	0	O+	2	52
4360	male	Lucas	Sheppard	11/18/2012	5	A+	19.4	109
4361	male	Armen	Tretiakov	2/10/2006	11	AB+	51.8	148
4362	female	Nelly	Pirogova	8/15/2006	11	O+	54.7	137
4363	female	Eva	Fowler	6/21/2017	0	A+	2.6	51
4364	female	Felicienne	Mercier	4/12/2005	12	AB+	35.5	139
4365	male	Leal	Gregoire	10/4/2003	14	O+	48.6	157
4366	female	Olivia	Booth	6/19/2001	16	O+	43.6	173
4367	male	Isaac	Kruglov	5/16/2004	13	A+	57.5	163
4368	male	Anthony	Love	12/12/2006	11	O-	34.4	133
4369	female	Mia	Davis	4/28/2007	10	B+	42.4	135
4370	male	Éric	Duplanty	6/13/2002	15	A-	77.5	165
4371	male	Gaston	Saucier	2/3/2008	9	A+	41.5	133
4372	female	Sarah	Baldwin	4/9/2008	9	B+	24.1	145
4373	male	Cyril	Balabanov	2/20/2010	7	O+	19.9	122
4374	female	Greta	Ray	1/16/2009	9	B+	40	135
4375	male	Aaron	Watson	1/16/2002	16	AB+	47.7	178
4376	female	Tracy	Orear	10/28/2013	4	B+	19.9	102
4377	female	Arianne	Pinette	3/20/2008	9	O+	44.2	128
4378	male	Anton	Aksyonov	1/9/2009	9	A+	40.6	132
4379	female	Naina	Ermakova	2/15/2007	10	A+	23.8	139
4380	female	Sofia	May	11/17/2013	4	O+	14.2	102
4381	male	Charlot	Quirion	1/9/2010	8	O+	22.3	137
4382	male	Mark	Lankford	6/1/2008	9	O+	40	122
4383	female	Thekla	Selezneva	10/16/2001	16	O+	57.8	162
4384	female	Matilda	Daigle	7/1/2013	4	B+	16.2	106
4385	female	Lydia	Selezneva	2/6/2009	8	O+	27.9	133
4386	male	John	Walker	12/17/2002	15	A+	54.5	164
4387	male	Wade	Bynum	4/18/2007	10	O+	43.9	135
4388	female	Sandra	Kapustina	8/3/2001	16	B+	64.3	155
4389	male	Irakli	Konovalov	11/4/2017	0	B+	2.4	50
4390	female	Abbie	Cartwright	6/18/2007	10	B+	42.1	130
4391	female	Marianne	Golubeva	9/4/2000	17	O+	48.4	172
4392	male	Jesse	Nix	1/18/2005	13	O+	47.7	166
4393	male	Zdenek	Parmentier	11/1/2012	5	B+	17.9	101
4394	female	Rachelle	D'Avis	6/20/2014	3	A+	17.1	91
4395	female	Delmare	Meilleur	6/16/2004	13	O+	48	148
4396	female	Olivia	Johnston	12/28/2017	0	A+	3.3	52
4397	female	Cyrus	Kharlamova	4/2/2007	10	A+	29.8	145
4398	male	Aubin	Aubé	6/14/2006	11	O-	50.3	136
4399	female	Cecilia	Hefley	11/7/2001	16	A+	48.2	164
4400	male	Alvin	Irick	9/9/2004	13	B+	46.5	160
4401	female	Susan	Culler	9/14/2014	3	O+	15.6	98
4402	female	Demi	Ingram	1/17/2002	16	B+	68.7	160
4403	female	Margaret	Howard	8/22/2002	15	B+	57.3	156
4404	male	Liam	Blake	12/8/2002	15	O+	59.3	156
4405	female	Eloise	Bennett	4/18/2001	16	O+	53.8	170
4406	male	Rudolph	Yermolayev	5/15/2009	8	A-	33.6	118
4407	female	Catherine	Bussière	5/2/2002	15	O+	48.1	171
4408	male	Dominic	D'Avis	11/5/2006	11	O+	31.6	135
4409	male	Mohammad	Daly	6/8/2009	8	A-	28.1	136
4410	male	Freddie	Kirby	8/13/2008	9	O+	22.9	141
4411	male	Marcel	Boulanger	10/15/2002	15	O+	73.3	168
4412	male	Avent	Chrétien	10/15/2006	11	B-	40.7	147
4413	male	Benjamin	Perrault	4/25/2006	11	AB+	33.4	134
4414	male	Muhammad	Archer	3/13/2007	10	A-	25.5	137
4415	male	Joshua	Stacy	4/3/2010	7	A+	20.9	125
4416	male	Bruce	Gaulin	12/8/2000	17	O+	79.6	161
4417	female	Tina	Crafton	8/20/2011	6	B+	22.2	123
4418	female	Arina	Dubinina	4/25/2005	12	O+	42.3	163
4419	female	Edith	Kalinina	4/4/2001	16	O+	58	161
4420	male	Avent	Quinn	11/25/2011	6	O+	19.8	110
4421	female	Belisarda	Labrosse	11/26/2015	2	B+	13.7	91
4422	female	Eve	Thornton	11/13/2006	11	B+	51.7	147
4423	male	Benny	Stmartin	6/27/2011	6	O+	24.3	112
4424	male	Joseph	Shepherd	10/7/2010	7	O+	30.3	113
4425	male	Chapin	Lavallée	3/30/2001	16	B+	49.3	167
4426	female	Maurelle	Routhier	9/17/2001	16	B+	58.9	154
4427	female	Logistilla	Croteau	5/21/2005	12	O+	42.9	161
4428	female	Svetlana	Lebedeva	7/5/2006	11	O+	38.7	142
4429	male	Agrican	Bousquet	12/29/2003	14	O+	51.3	176
4430	male	Edward	Lavrov	6/3/2015	2	A+	15.5	83
4431	female	Ludmila	Zuyeva	4/7/2001	16	B+	82.3	150
4432	male	Warrane	Saindon	8/13/2004	13	AB+	40.2	146
4433	male	Billy	Mahmood	4/5/2012	5	O-	23.8	104
4434	female	Debra	Crouse	10/24/2004	13	A+	53.7	164
4435	female	Judith	Turner	2/22/2003	14	B+	71.8	161
4436	female	Katherine	Lamb	7/13/2007	10	B+	39.1	146
4437	male	Farid	Artemiev	9/2/2011	6	AB+	27.8	122
4438	female	Ana	Marriott	8/3/2009	8	B+	30.5	118
4439	male	Arthur	Abdulov	10/22/2001	16	O+	62.3	175
4440	female	Diane	Hobbs	6/21/2007	10	A+	43.1	149
4441	male	Ranger	Caron	4/18/2014	3	A+	17.5	90
4442	male	Langley	de Launay	10/13/2012	5	O+	24.2	103
4443	female	Angela	Tucker	2/24/2011	6	A+	26.9	107
4444	male	Stephen	Bishop	7/8/2009	8	O+	25.5	117
4445	male	Terence	Shubin	4/20/2012	5	B+	14.4	103
4446	female	Abigail	Mahmood	11/8/2006	11	O+	37.4	156
4447	male	Raymond	Sauls	8/6/2004	13	A+	68.6	145
4448	female	Yvette	Duggins	12/29/2000	17	A-	71.4	162
4449	male	Richard	Velazquez	5/26/2001	16	O-	73.2	171
4450	female	Alyssa	Labriola	11/9/2010	7	B+	27.2	131
4451	male	William	Radford	6/8/2014	3	O+	12.3	93
4452	female	Sandra	Aliyeva	4/9/2003	14	B+	76.6	148
4453	male	Matthew	Phillips	8/15/2017	0	O+	4.7	46
4454	male	Herman	Tretiakov	7/5/2008	9	O+	29.7	128
4455	female	Laverne	Langlais	1/12/2017	1	A+	8.7	79
4456	male	Jay	Duffy	5/19/2005	12	B+	39.1	154
4457	female	Alice	Balashova	4/27/2000	17	O+	83.2	174
4458	female	Barbara	Volkova	8/30/2000	17	B+	78.6	154
4459	female	Dina	Parkman	1/21/2007	11	O+	49.6	150
4460	male	Leroy	Hinson	1/4/2006	12	A+	43.6	159
4461	male	Oleg	Fomin	5/21/2012	5	A+	21.3	112
4462	male	William	Howell	9/10/2011	6	B+	19.8	125
4463	male	Freddie	Ward	5/31/2008	9	O+	35.8	140
4464	female	Katherine	Walters	4/4/2011	6	O+	25.9	119
4465	female	Debra	Bradley	10/27/2008	9	O+	43.9	124
4466	male	Kai	Blackburn	3/26/2012	5	O+	14	116
4467	female	Geraldine	Cooper	3/18/2014	3	O+	11.7	87
4468	female	Roxanne	Brunelle	10/25/2005	12	A+	32.7	137
4469	male	Edward	Snyder	10/7/2011	6	O+	20.3	107
4470	male	Yaroslav	Mironov	1/26/2008	9	A+	38.1	142
4471	female	Maria	Brock	1/24/2003	14	O+	54.4	171
4472	male	Harry	Richardson	4/25/2017	0	O+	3.7	48
4473	female	Albina	Alexeeva	6/6/2013	4	O+	12	105
4474	female	Jill	Smith	10/8/2005	12	O+	49.1	164
4475	female	Jade	Pugh	1/4/2005	13	O+	56.4	157
4476	female	Rebecca	Richardson	8/22/2004	13	B+	62.2	161
4477	male	Étienne	Marquis	11/17/2001	16	A+	75.7	173
4478	female	Rosemarie	Adler	11/25/2005	12	O+	33.6	155
4479	female	Élise	Bourgouin	12/13/2005	12	AB+	32.2	156
4480	female	Molly	Bryan	9/25/2000	17	O-	69.1	158
4481	female	Christabel	Roussel	1/6/2017	1	A+	11.7	73
4482	female	Rose	Kuznetsova	10/30/2016	1	A+	10.5	72
4483	female	Ellie	Lynch	2/20/2002	15	O+	51.9	156
4484	male	Ryan	Cartwright	9/22/2011	6	O+	19.8	110
4485	male	Troy	Herrera	10/5/2014	3	O+	16.2	99
4486	female	Melinda	Hernandez	1/13/2009	9	B+	32.5	141
4487	female	Gayane	Tokareva	4/20/2000	17	O-	86.8	160
4488	male	Theodore	Vinogradoff	8/25/2011	6	A+	18.5	118
4489	male	Yaroslav	Kudryashov	3/28/2011	6	A+	27.9	118
4490	female	Crystal	Carpenter	3/7/2017	0	A+	4.8	50
4491	male	Hleb	Bocharov	4/26/2002	15	O-	69.4	169
4492	female	Vivienne	Vachon	7/13/2016	1	O+	9.8	75
4493	female	Dorothy	Prager	4/6/2005	12	AB+	65.7	152
4494	male	Constantine	Aksenov	8/3/2004	13	O+	55.2	161
4495	female	Yasmin	Davison	3/27/2012	5	A+	20.9	104
4496	male	Gore	Izmailov	9/6/2007	10	B+	33.8	142
4497	male	Harley	Roman	12/19/2009	8	O+	36.8	132
4498	male	Mitrofan	Andrejew	1/21/2004	14	O+	63.2	159
4499	female	Alina	Borodina	5/14/2010	7	O+	29.8	121
4500	male	Owen	Rowe	7/22/2007	10	O-	46.1	147
4501	female	Angelique	Martineau	6/1/2006	11	B+	34.7	141
4502	female	Hannah	Skinner	6/8/2009	8	O+	33.1	132
4503	male	Campbell	Therrien	9/21/2003	14	O+	53.8	156
4504	male	Yegor	Vasiliev	11/23/2012	5	B+	21.2	105
4505	male	Romain	Renaud	6/27/2005	12	A+	55.5	141
4506	male	Evrard	Brunault	10/26/2003	14	A+	41.2	167
4507	female	Alice	Barton	5/20/2016	1	A+	7.7	73
4508	female	Christina	Smith	10/16/2008	9	AB+	25.8	127
4509	female	Roberta	Moses	6/7/2002	15	AB+	53	155
4510	male	Vyacheslav	Belov	11/13/2012	5	O+	20.1	115
4511	male	Makar	Degtyaryov	4/30/2011	6	O+	24.7	113
4512	male	David	Lavallée	10/16/2008	9	B+	34.8	145
4513	male	Latimer	Blanc	9/4/2017	0	B+	3.1	47
4514	female	Louise	Slater	1/26/2013	4	B+	18	95
4515	male	Samuel	Butusov	6/21/2014	3	AB+	18	93
4516	male	Floyd	Theisen	10/29/2012	5	O+	17.5	111
4517	female	Mary	Wimer	10/23/2015	2	O+	10	90
4518	male	Gilles	Masson	1/21/2001	16	A+	63.4	171
4519	male	Donatien	Poisson	5/31/2003	14	O+	64	154
4520	female	Creissant	Sarrazin	5/1/2002	15	B+	54.9	169
4521	male	Henry	Humphreys	3/4/2008	9	A+	30	131
4522	male	James	O'Connor	10/12/2009	8	A+	28.9	126
4523	male	Alex	Willis	12/30/2017	0	A+	2.4	52
4524	female	Alla	Samsonova	7/21/2003	14	A+	59.2	150
4525	male	Chris	Cooper	7/15/2012	5	O+	17	102
4526	male	Emil	Frolov	5/9/2009	8	A+	25.5	139
4527	female	Louise	Elliott	10/8/2000	17	B+	67.1	154
4528	male	Joshua	Daniels	10/12/2003	14	B+	54.7	157
4529	male	Muhammad	Tyler	7/15/2004	13	O+	64.9	159
4530	male	Anton	Plante	6/27/2004	13	A+	60	168
4531	male	Richard	Dubois	3/18/2010	7	AB+	29.7	122
4532	female	Dominica	Avdeyeva	10/2/2011	6	O+	17.8	108
4533	male	Kieran	Nicholls	3/15/2009	8	B+	30.6	123
4534	female	Olga	Sidorova	4/22/2016	1	O+	9.2	73
4535	male	Daniel	Denisov	8/30/2017	0	A+	2.7	53
4536	female	Jolie	Mousseau	6/28/2001	16	B+	43.4	155
4537	male	Donat	Charpie	5/20/2011	6	A+	28.5	125
4538	male	Leon	Newman	8/7/2015	2	B+	13.1	86
4539	female	Armina	Vadnais	1/29/2007	10	B+	31.6	147
4540	female	Eve	Hill	3/20/2014	3	A+	12.9	87
4541	female	Patricia	Mason	2/22/2009	8	B+	37.7	125
4542	female	Emmanuelle	Brochu	11/22/2003	14	O+	59	167
4543	male	Philip	Vinogradov	11/21/2011	6	O-	21.9	122
4544	male	Savely	Alekseeva	10/11/2007	10	B+	38.2	152
4545	male	Kevin	Phillips	7/9/2007	10	A+	36.6	131
4546	male	Yuri	Fokine	7/15/2011	6	B+	19.4	118
4547	female	Eric	Artemyeva	11/6/2003	14	B+	46.1	172
4548	male	Reed	Scalf	4/2/2012	5	O+	20.1	100
4549	male	Harley	Shepherd	1/30/2010	7	AB+	25.9	131
4550	male	Vick	Lachapelle	7/4/2004	13	B+	59.4	147
4551	male	David	Graham	11/1/2002	15	A+	74.1	174
4552	female	Sarah	Ahmed	7/27/2017	0	O+	2.4	52
4553	male	John	Vaughan	10/26/2005	12	A+	42.6	146
4554	male	Benjamin	Tretyakov	10/17/2014	3	B+	12.3	98
4555	male	Leo	Elliott	12/21/2015	2	O+	15.2	81
4556	female	Uliana	Golubeva	1/11/2013	5	O+	15	102
4557	female	Nikki	Marsden	7/1/2002	15	A+	53	160
4558	male	William	Lavoie	11/25/2014	3	A+	18.2	99
4559	female	Isabelle	Jones	10/30/2007	10	O+	29	141
4560	male	Savely	Nevzorov	5/26/2016	1	A+	8.2	76
4561	male	Fedot	Voronoff	10/5/2010	7	B+	27.9	120
4562	male	Jesper	Lamy	7/20/2000	17	O+	63.5	179
4563	male	Jonathan	Dennis	8/15/2000	17	AB+	57.3	169
4564	male	Ethan	Moore	4/13/2001	16	O+	67.5	160
4565	male	Émile	Ailleboust	11/14/2017	0	A+	4.1	51
4566	male	Peter	Abramov	6/6/2016	1	AB+	12.4	80
4567	female	Jennifer	Jackson	10/31/2015	2	B+	10.6	81
4568	male	Antoine	Beaudoin	1/5/2016	2	O+	13.3	82
4569	female	Pelagia	Bykova	11/29/2013	4	O-	17.9	108
4570	female	Julie	Allen	8/3/2010	7	B+	32.8	118
4571	female	Ruslana	Borodina	10/22/2010	7	A+	21.1	124
4572	female	Carol	Martinez	2/13/2010	7	B+	18.3	130
4573	male	Charles	Wolfe	6/21/2009	8	A+	27	139
4574	male	Ernest	Yefremov	11/7/2007	10	B+	26	138
4575	female	Fauna	Duplessis	1/13/2005	13	A+	40.2	146
4576	female	Gail	Martinez	5/14/2005	12	O+	43.6	153
4577	male	Benoît	Guérette	7/26/2008	9	B+	25.8	128
4578	male	Morgan	Freeman	6/27/2002	15	A+	71	181
4579	male	Muslim	Anisimov	9/13/2003	14	B+	37.1	157
4580	female	Shiela	Bishop	7/24/2008	9	AB+	36.6	134
4581	male	Isaac	Fomin	11/7/2005	12	O+	47.3	151
4582	female	Lonnie	Collins	4/21/2007	10	A+	47.3	139
4583	female	Zinaida	Artyomova	8/9/2009	8	B+	28.3	124
4584	male	Somerville	Blanchard	9/15/2005	12	O+	54.2	146
4585	female	Ia	Kudryashova	7/25/2016	1	AB+	9.6	73
4586	female	Monique	Cinq-Mars	2/11/2013	4	O+	14.2	97
4587	male	Royden	Paulet	7/20/2008	9	O-	34.3	124
4588	female	Mia	Sheppard	1/24/2015	2	O+	12.8	90
4589	female	Mavise	Brunelle	3/18/2006	11	B+	26.2	158
4590	female	Voleta	Leclerc	10/9/2010	7	O-	31.1	122
4591	male	Astolpho	Dupéré	5/30/2006	11	O+	39.1	133
4592	female	Fabienne	Barrière	6/4/2003	14	A+	50.9	157
4593	female	Charlotte	Wong	9/3/2011	6	B+	27.6	115
4594	male	Harry	Pugh	12/18/2000	17	AB+	86.8	167
4595	female	Scarlett	Rice	10/30/2000	17	O+	44.2	164
4596	male	Stephen	Freeman	4/28/2007	10	O+	45.5	146
4597	female	Seraphim	Pokrovskaya	9/21/2000	17	O+	45.3	157
4598	male	Todd	Gutierrez	6/19/2003	14	O-	59.6	149
4599	male	Arnou	Barrette	6/10/2004	13	O+	32.2	162
4600	female	Julia	Johnson	1/29/2006	11	B+	34.8	153
4601	male	Bradley	Hancock	6/21/2015	2	O+	15.6	92
4602	male	Joseph	Moore	7/28/2009	8	B+	34.1	123
4603	female	Henriette	Doucet	5/31/2005	12	O+	49.8	165
4604	male	Taylor	Bruce	1/10/2006	12	O+	59.7	144
4605	female	Jessica	Jones	1/30/2003	14	O+	36.2	162
4606	male	Jamal	Vassiliev	4/27/2000	17	B+	69.8	165
4607	female	Gaetane	Vaillancour	3/30/2000	17	O+	45.1	164
4608	female	Jill	Terrell	2/25/2000	17	O-	68.3	168
4609	male	Malagigi	Langelier	6/23/2001	16	O-	64.7	164
4610	male	Michael	Andrews	10/12/2003	14	O+	51.8	161
4611	female	Gracie	Stewart	9/6/2004	13	O+	63.4	153
4612	male	Senior	Vadeboncoeur	5/21/2013	4	O+	21.3	102
4613	male	Artus	Marleau	10/19/2016	1	O+	8	77
4614	female	Odelette	De La Vergne	5/13/2015	2	A+	11.7	91
4615	male	Ganelon	Morel	4/13/2008	9	A+	23	136
4616	female	Magnolia	Beaulé	3/20/2015	2	B+	9.6	85
4617	male	Gabriel	Bell	7/31/2013	4	B+	15	110
4618	male	Michael	Reynolds	5/14/2007	10	A+	28.8	131
4619	male	Craig	Casas	1/24/2016	1	B+	11.1	73
4620	female	Viola	Cress	4/22/2008	9	O+	29.6	143
4621	male	Matt	Rios	3/6/2008	9	A+	22.8	141
4622	male	Vladlen	Biryukov	4/8/2003	14	B+	74.6	149
4623	female	Inessa	Zotova	11/24/2006	11	B+	38.5	143
4624	female	Crystal	Roca	10/27/2005	12	O-	64.1	155
4625	female	Renee	Seim	6/25/2002	15	A+	48.5	170
4626	female	Pansy	Lamy	1/19/2005	13	A+	41	158
4627	female	Anna	Wall	11/8/2001	16	A+	68.7	156
4628	female	Alicia	Edwards	6/10/2010	7	O+	29.1	133
4629	female	Chelsie	Edelman	12/4/2000	17	B+	45.2	156
4630	female	Teresa	Fyodorova	8/26/2000	17	O+	43.3	169
4631	male	Kondrat	Degtyaryov	9/8/2015	2	AB+	12.6	92
4632	female	Juliette	Méthot	3/14/2007	10	O+	49	129
4633	male	Jake	Herbert	8/12/2010	7	O+	31.2	116
4634	male	Sawa	Andreyev	8/7/2005	12	O+	33.9	158
4635	female	Evelyn	Ponomaryova	2/4/2016	1	O+	11.2	69
4636	male	Joel	Thorpe	2/24/2016	1	O+	9.9	82
4637	male	Ilya	Vasiliev	1/8/2003	15	B+	53.6	169
4638	male	Sviatoslav	Ponomaryov	12/30/2000	17	A+	83.9	178
4639	female	Louise	Nicholls	1/10/2018	0	A+	2.6	54
4640	female	Sophie	Patry	2/28/2012	5	O+	16	105
4641	male	Merle	Achin	1/20/2015	3	O+	13.2	101
4642	male	Oliver	Leclair	4/13/2007	10	A+	47	134
4643	male	Gregory	Morrow	4/6/2017	0	AB+	3.7	55
4644	female	Simone	Ferland	7/20/2013	4	B+	19.2	103
4645	female	Teresa	Aliyeva	8/1/2002	15	A+	65.1	173
4646	female	Valentine	Sokolova	11/10/2016	1	B-	8.7	80
4647	male	Harvey	Lane	9/23/2001	16	B+	78	160
4648	male	Harcourt	Perillard	10/23/2008	9	O+	30.2	123
4649	female	Catherine	Mordvinova	8/9/2012	5	A+	18	108
4650	male	Michael	Allen	1/17/2004	14	A+	42.4	179
4651	female	Ella	Jennings	1/25/2004	13	B+	41.1	160
4652	female	Zurie	Quirion	5/18/2004	13	O-	69.5	170
4653	male	Benjamin	Kemp	1/8/2005	13	O-	37.4	152
4654	male	Cameron	Mistry	10/26/2014	3	O+	15.9	101
4655	female	Heather	Kelley	10/13/2015	2	O+	10.7	79
4656	female	Vivian	Diamond	11/21/2004	13	O+	69.5	144
4657	male	Logan	Field	5/25/2001	16	A+	84.2	166
4658	male	Denis	Boncoeur	5/12/2016	1	B+	8.4	71
4659	male	Athanasius	Yusupov	8/19/2002	15	A+	67.3	176
4660	male	Jerald	Tharp	7/14/2010	7	O+	32.8	130
4661	male	Finlay	Cole	2/17/2010	7	A+	29.7	124
4662	female	Diana	Nikitina	1/30/2012	5	O+	20.6	105
4663	female	Constance	Douffet	11/13/2015	2	O+	15.4	87
4664	female	Valentine	Maslova	11/14/2008	9	O+	41.6	123
4665	female	Pearl	Stanley	11/12/2007	10	A+	32.5	151
4666	female	Cerys	Cook	10/21/2007	10	O+	33	133
4667	male	Taras	Aliyev	11/18/2015	2	B+	14.3	88
4668	male	Geoffrey	Rivière	4/4/2002	15	O+	44.5	167
4669	male	Alex	Allan	3/1/2003	14	A+	53	158
4670	male	Ernest	Huppé	10/22/2004	13	O+	63.3	155
4671	female	Denise	Mullins	5/20/2002	15	B+	63.9	151
4672	male	Garland	Voisine	8/28/2001	16	O+	59.8	171
4673	female	Abby	Nicholls	9/22/2005	12	O+	59.8	151
4674	female	Beatriz	Pittman	5/22/2003	14	B+	36.1	165
4675	female	Barbara	Delvalle	7/24/2004	13	O-	58.9	169
4676	female	Margaret	Humphery	8/8/2001	16	B+	83.1	173
4677	male	Paul	Yu	4/21/2013	4	O+	17.2	108
4678	female	Bozena	Aleksandrova	1/19/2005	13	O+	49.4	156
4679	male	Sidor	Kozlov	4/28/2013	4	A+	17	105
4680	male	Novel	Denisov	3/18/2008	9	B+	38	143
4681	female	Olympia	Bouvier	3/17/2014	3	B-	15.5	99
4682	male	Yefim	Andrejew	2/9/2007	10	B+	38.7	137
4683	female	Ana	Smith	7/11/2008	9	B+	30.4	125
4684	male	Patrick	Lachance	12/15/2006	11	O+	46.2	157
4685	female	Stanislaus	Kozlova	5/30/2012	5	A-	19.5	106
4686	female	Alisha	Barry	8/15/2013	4	AB+	16.2	109
4687	female	Capitolina	Nevzorova	11/12/2000	17	A+	84.2	170
4688	female	Hattie	Lopez	7/16/2017	0	O+	2.1	48
4689	male	Joseph	Berry	7/21/2006	11	O+	37.9	152
4690	male	Hayden	Price	9/28/2006	11	B+	39.1	136
4691	female	Cerys	Price	3/2/2015	2	B+	11.1	89
4692	male	Joel	Murray	12/10/2012	5	A-	17.8	107
4693	female	Eleanor	Hughes	7/14/2004	13	A+	44	165
4694	female	Imogen	Morton	5/12/2009	8	O+	22.8	122
4695	male	Sam	Stephens	3/10/2007	10	O+	31.8	145
4696	female	Yasmin	Freeman	11/23/2004	13	AB+	52.7	159
4697	female	Searlait	Berie	3/27/2010	7	O+	31	128
4698	male	Xavier	Rochefort	9/8/2004	13	O+	60.6	164
4699	female	Marthe	Margand	2/21/2006	11	O+	54.3	137
4700	male	Lawrence	Afanasyev	12/5/2008	9	B+	42.8	146
4701	female	Nelly	Aksyonova	10/10/2013	4	B+	22	99
4702	male	Taylor	Webb	12/11/2007	10	O+	46.9	127
4703	male	Gano	Pelland	9/10/2009	8	O+	32.3	135
4704	male	Anthony	Hicks	4/30/2008	9	A+	28.3	135
4705	female	Kathleen	Lockard	11/11/2001	16	O+	63.6	151
4706	male	Maslin	Boutot	7/20/2001	16	A+	70.4	176
4707	male	Leo	Ignatieff	10/7/2012	5	B+	24.6	103
4708	female	Kristen	Lacy	5/9/2014	3	O+	13.3	102
4709	male	Oscar	Sidorov	2/8/2003	14	B+	54.7	179
4710	male	Matthew	Baxter	8/6/2004	13	A+	53.2	163
4711	male	John	Nixon	9/14/2017	0	A+	2.8	55
4712	male	Matthew	Livingston	12/25/2000	17	B+	53.3	187
4713	female	Evie	Hussain	6/6/2011	6	A+	23.1	112
4714	female	Pansy	Lagacé	7/15/2007	10	O+	45.8	150
4715	female	Helen	Sargent	6/25/2009	8	O-	34.7	118
4716	male	Basil	Pokrovskii	4/20/2011	6	O+	22.4	123
4717	female	Katie	Bond	2/21/2010	7	O-	27.5	124
4718	female	Tamara	Abakumova	10/29/2008	9	O+	43.2	144
4719	male	Michael	Keith	9/21/2006	11	B+	45.3	157
4720	female	Capitolina	Pokrovskaya	11/21/2004	13	A+	43.4	152
4721	female	Nelly	Sukhorukova	10/22/2002	15	B+	61.9	163
4722	male	Steven	Crum	2/16/2005	12	O+	32.2	136
4723	female	Esther	Samoylova	6/18/2005	12	A+	37.8	145
4724	male	Ivan	Bobrov	6/19/2001	16	O-	50.8	175
4725	female	Trinette	Lebel	7/27/2001	16	O-	43.3	169
4726	male	Sviatoslav	Galkin	8/16/2006	11	A+	50	137
4727	male	Beaufort	Quiron	4/2/2013	4	A+	18.7	110
4728	male	Brandon	Kirk	10/15/2004	13	A+	39.8	148
4729	female	Cynthia	Morton	4/4/2000	17	A+	60.8	158
4730	male	Prewitt	Dennis	10/28/2017	0	B+	3.1	51
4731	female	Pascaline	Charrette	8/23/2013	4	O+	13.9	106
4732	female	Megan	Webster	4/27/2002	15	AB+	67.5	173
4733	male	Owen	Peacock	5/14/2013	4	O+	16	97
4734	female	Emilia	Lebedeva	5/25/2001	16	O+	46.8	159
4735	female	Darin	Yurieva	11/8/2014	3	O+	17.5	88
4736	female	Veronica	Mishina	10/29/2002	15	O+	53.5	150
4737	female	Karla	Perkins	12/25/2007	10	A+	23.5	137
4738	male	Finlay	Burrows	7/7/2005	12	O+	50.9	140
4739	male	Rustam	Gavrilov	1/8/2017	1	O+	9.8	72
4740	female	Barbara	Grant	8/14/2009	8	O+	37.6	129
4741	male	Jamie	Sutton	6/15/2005	12	A+	35.3	157
4742	male	Manville	Robitaille	2/4/2000	17	AB+	93.3	164
4743	female	Emily	Savoie	10/18/2008	9	A+	37.9	122
4744	male	Jeffrey	Giron	9/1/2007	10	B+	48.1	151
4745	female	Nicolette	Bizier	5/15/2006	11	O+	57.2	136
4746	female	Nancy	Jones	1/8/2003	15	O-	80.5	163
4747	male	Aidan	Short	11/2/2015	2	A-	12	82
4748	male	Daniel	Thomas	12/11/2003	14	A+	38.5	168
4749	female	Laura	Jennings	9/15/2005	12	O+	60.3	141
4750	female	Seraphim	Artemyeva	11/12/2013	4	B+	18.3	108
4751	female	Griselda	Dale	7/12/2016	1	B+	11.3	71
4752	male	Luc	Parenteau	7/25/2015	2	B+	13.6	87
4753	female	Sandra	Izaguirre	10/25/2014	3	B+	13	95
4754	female	Noémi	Authier	10/25/2007	10	A+	36.2	131
4755	male	Sergey	Aksenov	9/9/2000	17	O+	79.6	182
4756	female	Amy	Bell	10/21/2016	1	O+	10	79
4757	female	Rachel	Keefe	3/12/2009	8	B+	22.4	118
4758	male	Declan	Sinclair	4/25/2017	0	O+	4.1	54
4759	female	Snjezana	Yermolayeva	11/6/2013	4	AB+	18.4	102
4760	male	Mason	Farmer	11/24/2002	15	O+	42.8	158
4761	male	Samuel	Morgan	5/8/2000	17	O+	55.8	185
4762	female	Erin	Lucas	1/26/2006	11	AB+	49.8	157
4763	female	Kayleigh	Simpson	11/13/2009	8	B+	36.1	127
4764	male	Toby	Turner	8/30/2008	9	O+	25.4	122
4765	female	Astrid	Givry	7/9/2011	6	B-	16.7	122
4766	male	Gérard	L'Heureux	10/27/2016	1	B+	8	77
4767	female	Abbie	Connolly	7/3/2012	5	A+	18.6	99
4768	female	Aubrey	Jolicoeur	8/23/2014	3	O+	13.8	87
4769	female	Eve	Warren	2/11/2010	7	A+	21.7	119
4770	male	Albert	Yermolayev	9/5/2002	15	B+	74.2	161
4771	female	Jessica	Gibson	11/8/2005	12	A+	60	153
4772	male	Kondrat	Aksakov	3/7/2014	3	O+	11.1	94
4773	male	Eustache	Loiseau	8/6/2005	12	A+	43.7	147
4774	male	Benjamin	Burrows	1/17/2001	17	B+	78.5	186
